# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-t" "exon" "-g" "gene_id" "-a" "/mnt/d/RNAseq/reference/BDGP5.25.62/Drosophila_melanogaster.BDGP5.25.62.gtf" "-o" "/mnt/d/RNAseq/counts/all_samples_gene_counts.txt" "/mnt/d/RNAseq/alignment/SRR031708.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031712.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031713.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031720.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031721.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031722.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/RNAseq/alignment/SRR031708.sorted.bam	/mnt/d/RNAseq/alignment/SRR031712.sorted.bam	/mnt/d/RNAseq/alignment/SRR031713.sorted.bam	/mnt/d/RNAseq/alignment/SRR031720.sorted.bam	/mnt/d/RNAseq/alignment/SRR031721.sorted.bam	/mnt/d/RNAseq/alignment/SRR031722.sorted.bam
FBgn0021953	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10511252;10511252;10511252;10512668;10512668;10512668;10512935;10512935;10512935;10516486;10516486;10516486;10516816;10516816;10516995;10516995	10512608;10512608;10512608;10512869;10512869;10512869;10513564;10513564;10513564;10516893;10516739;10516739;10516893;10516905;10517216;10517216	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2831	247	261	257	306	374	332
FBgn0010398	2L;2L	10517337;10518060	10517998;10518991	+;+	1594	27	22	39	30	36	31
FBgn0032264	2L;2L;2L;2L	10529417;10530078;10530314;10530856	10529749;10530255;10530675;10531561	+;+;+;+	1579	262	364	305	348	440	437
FBgn0032265	2L;2L;2L;2L	10531852;10532335;10532569;10532986	10531989;10532512;10532930;10533576	+;+;+;+	1269	0	0	1	0	0	0
FBgn0032266	2L;2L;2L	10534973;10535161;10535767	10535101;10535703;10536315	+;+;+	1221	0	0	0	0	0	0
FBgn0051721	2L;2L;2L;2L;2L;2L;2L;2L;2L	10544881;10619880;10620044;10620305;10620476;10622697;10623128;10625110;10626693	10546300;10619975;10620175;10620406;10620635;10622836;10623266;10625343;10627374	+;+;+;+;+;+;+;+;+	3105	1	1	0	3	2	0
FBgn0032268	2L	10567290	10568013	+	724	0	0	0	0	0	0
FBgn0032269	2L;2L	10575856;10576756	10576695;10577792	-;-	1877	0	0	0	0	0	0
FBgn0250826	2L;2L	10579809;10579997	10579921;10580324	+;+	441	0	0	0	0	0	0
FBgn0085190	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10580966;10580971;10580973;10581261;10581261;10581261;10581424;10581424;10581424;10581502;10581502;10581502	10581205;10581205;10581205;10581370;10581370;10581355;10581440;10581440;10581440;10581661;10581661;10581661	-;-;-;-;-;-;-;-;-;-;-;-	527	0	0	0	0	0	0
FBgn0032271	2L;2L;2L	10629352;10630133;10630870	10630074;10630804;10631053	-;-;-	1579	0	0	0	0	0	0
FBgn0051872	2L;2L;2L;2L	10639946;10642177;10642784;10642998	10642093;10642716;10642939;10643492	+;+;+;+	3339	0	0	0	0	0	0
FBgn0043825	2L;2L;2L;2L;2L	10643985;10644345;10644558;10645160;10645370	10644150;10644485;10645097;10645315;10645812	+;+;+;+;+	1446	0	0	0	0	0	0
FBgn0032275	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10646435;10646435;10646619;10648644;10648742;10648742;10649440;10649440;10649658;10649658	10646554;10646554;10648676;10648676;10649281;10649281;10649598;10649598;10650152;10650152	+;+;+;+;+;+;+;+;+;+	3372	0	0	0	0	0	0
FBgn0032276	2L;2L	10651978;10653433	10653282;10654499	+;+	2372	0	0	0	0	0	0
FBgn0051871	2L;2L;2L;2L;2L	10662087;10668159;10668693;10669171;10670520	10662745;10668336;10669054;10669329;10671489	+;+;+;+;+	2328	0	0	0	0	0	0
FBgn0040496	2L;2L;2L	10677370;10677747;10678904	10677464;10678805;10679525	+;+;+	1776	1	0	1	1	1	1
FBgn0032280	2L	10681047	10681358	+	312	0	0	0	0	0	0
FBgn0032281	2L	10681973	10682405	+	433	0	0	0	0	0	0
FBgn0032282	2L	10683761	10684407	-	647	0	0	0	0	0	0
FBgn0032283	2L	10686376	10686988	-	613	0	0	0	0	0	0
FBgn0032284	2L	10688727	10689269	-	543	0	0	0	0	0	0
FBgn0032285	2L	10692940	10694103	-	1164	0	0	0	0	0	0
FBgn0032286	2L	10695209	10698024	-	2816	0	0	0	0	1	0
FBgn0023496	2L;2L;2L;2L;2L	10699408;10700090;10700296;10700717;10701160	10700031;10700227;10700651;10700894;10701458	-;-;-;-;-	1595	0	0	0	0	0	0
FBgn0024740	2L;2L;2L;2L;2L;2L	10702235;10702868;10705028;10705232;10705701;10706083	10702805;10702996;10705177;10705497;10705878;10706190	-;-;-;-;-;-	1402	0	0	0	0	0	0
FBgn0032287	2L;2L	10703621;10704149	10704092;10704935	+;+	1259	0	0	0	0	0	0
FBgn0032289	2L;2L;2L;2L;2L;2L	10725540;10726302;10727605;10727834;10728352;10728613	10726144;10726443;10727753;10728268;10728556;10728740	+;+;+;+;+;+	1664	0	0	0	0	1	0
FBgn0032290	2L;2L;2L	10728975;10729181;10729372	10729102;10729308;10730302	+;+;+	1187	78	96	67	70	87	66
FBgn0032291	2L;2L;2L	10730255;10730440;10730698	10730382;10730631;10731356	+;+;+	979	0	1	1	0	1	1
FBgn0032292	2L;2L	10731400;10732186	10732125;10732406	-;-	947	205	224	189	177	219	213
FBgn0032293	2L	10732749	10733307	+	559	83	65	77	32	75	60
FBgn0027868	2L;2L	10733293;10733773	10733708;10736077	-;-	2721	383	409	371	335	384	369
FBgn0032294	2L;2L	10736319;10737237	10737043;10737576	-;-	1065	0	1	0	0	0	0
FBgn0032295	2L;2L	10737345;10737876	10737767;10740762	+;+	3310	186	242	200	144	213	226
FBgn0032296	2L;2L;2L;2L	10740786;10742588;10742693;10743822	10742535;10742634;10743770;10743934	-;-;-;-	2988	88	131	108	129	183	151
FBgn0032297	2L;2L;2L;2L;2L;2L;2L;2L	10744075;10745115;10745635;10745635;10745782;10745782;10755904;10755904	10745571;10745571;10745709;10745709;10746078;10746078;10756316;10756316	-;-;-;-;-;-;-;-	2282	62	72	61	64	66	69
FBgn0027550	2L;2L;2L;2L;2L;2L	10761147;10761827;10762526;10762716;10763857;10764443	10761650;10762318;10762644;10763091;10764386;10764972	+;+;+;+;+;+	2551	56	55	41	29	47	43
FBgn0015320	2L;2L;2L;2L;2L;2L;2L	10765562;10765562;10766191;10766191;10766391;10766391;10767657	10766130;10766130;10766275;10766275;10767012;10767086;10768005	-;-;-;-;-;-;-	1699	332	357	320	280	381	349
FBgn0032298	2L;2L;2L;2L	10768234;10768644;10768948;10769675	10768576;10768890;10769614;10769964	-;-;-;-	1547	190	232	188	126	211	199
FBgn0032299	2L;2L;2L	10770867;10770931;10770958	10770896;10771370;10771370	+;+;+	470	0	0	0	0	0	0
FBgn0051869	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10772038;10772038;10772038;10774739;10774739;10774739;10775203;10775203;10775203;10775365;10775365;10775365;10775574;10775574;10775574;10788739;10788739;10788739;10800679;10800679;10800679;10800841	10774665;10774665;10774665;10774840;10774840;10774931;10775286;10775286;10775286;10775478;10775478;10775478;10775744;10775744;10775744;10788977;10788977;10788977;10801107;10800739;10801107;10800846	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3858	3	5	6	4	3	8
FBgn0051870	2L;2L;2L;2L	10790242;10790242;10790416;10790427	10790367;10790367;10790776;10790776	+;+;+;+	487	0	0	0	0	0	0
FBgn0032301	2L	10792334	10792612	-	279	0	0	0	0	0	0
FBgn0011676	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10804269;10804269;10804269;10804269;10804269;10804269;10804269;10804269;10804269;10804269;10804830;10804830;10804830;10804830;10804830;10804830;10804830;10804830;10804830;10804830;10805619;10805619;10805619;10805619;10805619;10805619;10805619;10805619;10805985;10805985;10805985;10805985;10805985;10805985;10805985;10805985;10807291;10807291;10807291;10807291;10807291;10807291;10807291;10807291;10812287;10812287;10812287;10812287;10812287;10812287;10812287;10812287;10812287;10812287;10812464;10812464;10812464;10812464;10812464;10813301;10813301;10813301;10813301;10813301;10813301;10813301;10813301;10813301;10816024;10816024;10816024;10816024;10816024;10816024;10816024;10816024;10816024;10816024;10816963;10816963;10816963;10816963;10816963;10816963;10816963;10816963;10816963;10816963;10818392;10818392;10818392;10818392;10818392;10818392;10818392;10818392;10818392;10822107;10822107;10822107;10822107;10822107;10822107;10822107;10822107;10822107;10822968;10822968;10822968;10822968;10822968;10822968;10822968;10822968;10822968;10822968;10823761;10823761;10823761;10823761;10823761;10823761;10823761;10823761;10823761;10823761;10825674;10825674;10825674;10825674;10825674;10825674;10825674;10825674;10825674;10825674;10825949;10825949;10825949;10825949;10825949;10825949;10825949;10825949;10825949;10825949;10830600;10830600;10830600;10830600;10830600;10830600;10830600;10830600;10830600;10831329;10831329;10831329;10831329;10831329;10831329;10831329;10831329;10831329;10831329;10837280;10837280;10837280;10837280;10837280;10837280;10837280;10837399;10838106	10804626;10804626;10804626;10804626;10804626;10804626;10804626;10804626;10804626;10804626;10804896;10804896;10804896;10804896;10804896;10804896;10804896;10804896;10804896;10804896;10805743;10805743;10805743;10805743;10805743;10805743;10805743;10805743;10807127;10807127;10807127;10807127;10807127;10807127;10807127;10807127;10807624;10807624;10807624;10807624;10807624;10807624;10807624;10807624;10812354;10812568;10812568;10812354;10812354;10813445;10812568;10812883;10812354;10812354;10812568;10812568;10812568;10812568;10812568;10813445;10813445;10813445;10813445;10813445;10813445;10813445;10813445;10813445;10816233;10816233;10816233;10816233;10816233;10816233;10816233;10816233;10816233;10816233;10817144;10817144;10817144;10817144;10817144;10817144;10817144;10817144;10817144;10817144;10818566;10818566;10818566;10818566;10818566;10818566;10818566;10818566;10818566;10822246;10822246;10822246;10822246;10822246;10822246;10822246;10822246;10822246;10823109;10823109;10823109;10823109;10823109;10823109;10823109;10823109;10823109;10823109;10823852;10823852;10823852;10823852;10823852;10823852;10823852;10823852;10823852;10823852;10825836;10825836;10825836;10825836;10825836;10825836;10825836;10825836;10825836;10825836;10826085;10826085;10826085;10826085;10826085;10826085;10826085;10826085;10826085;10826085;10830714;10830714;10830714;10830714;10830714;10830714;10830714;10830714;10830714;10832096;10832096;10832096;10832096;10832096;10832096;10832096;10832096;10832096;10832394;10837511;10837511;10837511;10837511;10837511;10837511;10837511;10837652;10838448	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6324	25	34	26	35	76	56
FBgn0032303	2L	10819123	10820394	+	1272	0	0	0	0	1	0
FBgn0032304	2L	10820710	10821968	+	1259	0	0	0	0	0	0
FBgn0032305	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10837732;10837860;10838840;10839533;10839533;10839801;10839801;10840061;10840061;10840867;10840867;10842381;10842385	10839469;10838233;10839469;10839740;10839740;10840005;10840005;10840796;10840796;10842273;10842273;10842603;10842603	-;-;-;-;-;-;-;-;-;-;-;-;-	4517	446	490	472	476	598	528
FBgn0260453	2L;2L;2L;2L;2L;2L;2L;2L	10843014;10843014;10843440;10843440;10843739;10843739;10844806;10845109	10843381;10843381;10843670;10843670;10844750;10844402;10845036;10845664	-;-;-;-;-;-;-;-	2398	0	0	0	0	0	0
FBgn0260454	2L;2L;2L;2L;2L	10843014;10843440;10843739;10844806;10845109	10843381;10843670;10844750;10845036;10845664	-;-;-;-;-	2398	0	0	0	0	0	0
FBgn0069354	2L;2L;2L	10845783;10846282;10846573	10846218;10846506;10847044	-;-;-	1133	6	6	2	2	8	4
FBgn0004363	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10847227;10847227;10847425;10848241;10848241;10848241;10848544;10848544;10848544;10850217;10850754	10848168;10848168;10848168;10848468;10848468;10848468;10848863;10850868;10848863;10850340;10850868	-;-;-;-;-;-;-;-;-;-;-	3495	1434	1682	1425	1576	1996	1739
FBgn0032309	2L	10851332	10851898	+	567	0	0	0	1	0	0
FBgn0032310	2L;2L;2L;2L	10852512;10853110;10853553;10853834	10852885;10853439;10853779;10854603	+;+;+;+	1701	2	4	3	1	1	3
FBgn0027453	2L;2L;2L	10854433;10855655;10856163	10855457;10856098;10856669	-;-;-	1976	191	198	203	207	231	216
FBgn0024227	2L;2L;2L	10856788;10857071;10857844	10857010;10857788;10858082	-;-;-	1180	197	226	177	153	223	219
FBgn0027363	2L;2L;2L;2L	10858528;10859370;10859707;10860977	10858877;10859647;10860910;10862015	+;+;+;+	2871	421	506	400	366	471	444
FBgn0032311	2L	10870240	10870656	+	417	0	0	1	0	0	0
FBgn0032312	2L	10888266	10888903	-	638	0	0	0	0	0	0
FBgn0032313	2L;2L	10900648;10901261	10901204;10901765	-;-	1062	0	0	0	0	0	0
FBgn0032314	2L;2L;2L;2L;2L;2L;2L;2L;2L	10906270;10906847;10907081;10907828;10908013;10908115;10908282;10908600;10908805	10906778;10906963;10907762;10907950;10908062;10908229;10908547;10908741;10908812	-;-;-;-;-;-;-;-;-	2012	0	0	0	0	0	0
FBgn0032315	2L	10910230	10910535	-	306	0	0	0	0	0	0
FBgn0053507	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10917659;10917659;10918105;10918105;10918745;10918745;10919268;10923147;10923147;10923593;10923593;10925239;10925239;10961086;10961086;10963927;10963927	10918018;10918018;10918211;10918211;10918988;10918988;10919396;10923282;10923282;10923670;10923670;10925510;10925510;10961367;10961367;10964128;10964128	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1810	0	1	0	0	0	0
FBgn0032318	2L;2L	10937334;10937515	10937456;10937932	+;+	541	0	0	0	0	0	0
FBgn0053129	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10964903;10964903;10964903;10964903;10965792;10965792;10965792;10965792;10965993;10965993;10965993;10965993;10966502;10966502;10966502;10968105;10968134;10968438;10968692;10968962;10969633;10970002	10965719;10965719;10965719;10965719;10965910;10965910;10965910;10965910;10966409;10966409;10966409;10966409;10966672;10966621;10966621;10968152;10968206;10968583;10968896;10969576;10969928;10970275	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3162	772	766	747	847	1072	968
FBgn0032321	2L;2L;2L;2L	10970438;10970748;10970957;10971317	10970687;10970880;10971257;10971870	+;+;+;+	1238	180	201	153	152	172	159
FBgn0032322	2L	10972580	10973339	+	760	51	65	51	44	79	87
FBgn0000018	2L;2L	10973442;10974268	10974210;10975273	-;-	1775	96	122	120	104	147	120
FBgn0010612	2L;2L;2L;2L;2L;2L;2L;2L;2L	10975535;10975535;10975535;10976251;10976251;10976251;10976362;10976362;10976711	10976161;10976161;10976161;10976305;10976359;10976305;10976483;10976422;10977006	-;-;-;-;-;-;-;-;-	1154	411	470	399	427	583	443
FBgn0041781	2L;2L;2L;2L;2L	10976774;10977898;10980445;10981179;10981487	10976968;10978706;10981112;10981428;10982396	+;+;+;+;+	2832	527	668	538	430	534	454
FBgn0004872	2L;2L;2L;2L;2L;2L;2L;2L	10982205;10983666;10983896;10984141;10984946;10985167;10985544;10987249	10983540;10983776;10984087;10984341;10985100;10985487;10986128;10987416	-;-;-;-;-;-;-;-	3069	199	270	240	335	480	392
FBgn0026148	2L;2L;2L	10987817;10988286;10989049	10988155;10988982;10989241	+;+;+	1229	16	24	21	25	29	20
FBgn0026147	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10989305;10989305;10989305;10989305;10989305;10989656;10989656;10989656;10989656;10989656;10989974;10990096;10990096;10991059;10991059;10991059;10991059;10991059;10991970;10991970;10991970;10991970;10991970;10992374;10992374;10992374;10992374;10992374;10992798;10992798;10992798;10992798;10992798;10992995;10992995;10992995;10992995;10992995;10993503;10993503;10993503;10993503;10993503;10993743;10993743;10993743;10993743;10993743;10997335;10997335;10997335;10997335;10997335;10997493;10997493;10997493;10997493;10997493	10989590;10989590;10989590;10989590;10989590;10989874;10989874;10989874;10989870;10989870;10990783;10990783;10990783;10991885;10991885;10991885;10991885;10991885;10992320;10992320;10992320;10992320;10992320;10992731;10992731;10992731;10992731;10992731;10992922;10992922;10992922;10992922;10992922;10993434;10993434;10993434;10993434;10993434;10993673;10993673;10993673;10993673;10993673;10994021;10994021;10994021;10994021;10994021;10997425;10997425;10997425;10997425;10997425;10997700;10997700;10997700;10997700;10997700	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4165	201	262	220	181	257	249
FBgn0000146	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10997819;10997819;10998897;10998897;10999061;10999061;10999518;10999518;10999727;10999727;10999914;10999914;11000165;11000165;11000786;11000786;11001270	10998832;10998832;10999007;10999007;10999450;10999450;10999672;10999672;10999854;10999854;11000106;11000106;11000658;11000658;11000918;11001004;11001489	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2924	331	423	434	555	663	631
FBgn0040096	2L;2L	11002072;11002264	11002208;11002740	+;+	614	3	3	1	2	2	4
FBgn0015756	2L;2L;2L;2L;2L;2L;2L	11002833;11002833;11003511;11003511;11004006;11004006;11004129	11003238;11003238;11003761;11003761;11004122;11004055;11004189	-;-;-;-;-;-;-	835	6721	7797	6896	6372	8081	7287
FBgn0021761	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11004823;11004823;11005139;11005139;11005368;11005368;11005777;11005921;11005921;11006162;11006162;11007192;11007192;11007495;11007495;11007715;11007715;11008320;11008320;11008911;11008911;11009443;11009443;11009627;11009627	11005078;11005078;11005301;11005301;11005730;11005861;11005861;11006093;11006093;11007132;11007132;11007431;11007431;11007656;11007656;11008261;11008261;11008845;11008845;11009377;11009377;11009565;11009565;11009878;11009878	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4374	579	726	570	583	768	710
FBgn0032329	2L;2L	11009821;11010954	11010897;11011085	-;-	1209	59	80	49	71	70	89
FBgn0250837	2L;2L;2L	11011332;11011335;11011472	11011379;11012138;11012138	+;+;+	807	461	460	419	536	704	680
FBgn0032330	2L;2L;2L;2L;2L;2L;2L	11013221;11028995;11029943;11030665;11035516;11055323;11066545	11014652;11029687;11030423;11031135;11036269;11055479;11066997	-;-;-;-;-;-;-	4441	61	79	60	32	45	47
FBgn0023415	2L;2L	11015642;11016490	11016423;11016573	+;+	866	1	0	0	0	0	1
FBgn0032331	2L;2L;2L	11017172;11017172;11018424	11018359;11018355;11018739	+;+;+	1504	1	2	3	1	0	1
FBgn0040967	2L	11034849	11035308	+	460	1	0	1	1	0	1
FBgn0032335	2L	11071027	11071532	+	506	0	0	0	0	0	0
FBgn0032336	2L;2L;2L;2L;2L;2L;2L;2L	11076165;11076165;11076927;11076927;11077123;11077123;11081154;11081154	11076861;11076864;11077066;11077066;11077238;11077238;11081397;11081394	-;-;-;-;-;-;-;-	1200	0	0	0	0	0	0
FBgn0032337	2L;2L;2L;2L	11083459;11084020;11084167;11084811	11083924;11084105;11084347;11085170	-;-;-;-	1093	0	0	0	0	0	0
FBgn0032338	2L	11088331	11090782	+	2452	0	0	0	0	1	0
FBgn0032339	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11091446;11091446;11091942;11091942;11092209;11092209;11092553;11092553;11092772;11092782;11094763;11094763	11091878;11091878;11092152;11092152;11092492;11092492;11092726;11092726;11094635;11094635;11095001;11095001	+;+;+;+;+;+;+;+;+;+;+;+	3205	113	129	114	112	146	119
FBgn0032340	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11095353;11095353;11095953;11095953;11096536;11096536;11096765;11096765;11097062;11097062;11097408;11097408;11099042;11099042;11099354;11099354;11100017;11100017;11100294;11100294;11100658	11095877;11095877;11096475;11096475;11096701;11096701;11097005;11097005;11097299;11097299;11098984;11098984;11099295;11099295;11099754;11099754;11100225;11100225;11100574;11100866;11100866	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4707	780	885	761	820	973	936
FBgn0032341	2L;2L;2L;2L;2L;2L;2L	11100959;11103323;11103844;11104352;11105205;11105607;11106067	11103169;11103409;11104280;11105136;11105524;11106011;11106638	-;-;-;-;-;-;-	4817	288	329	286	281	383	350
FBgn0250747	2L;2L;2L;2L;2L;2L	11106952;11107209;11108866;11109356;11110159;11110316	11107121;11108807;11109297;11109507;11110249;11110852	+;+;+;+;+;+	2981	312	374	310	278	329	286
FBgn0032343	2L;2L;2L;2L	11110557;11110980;11112014;11112493	11110921;11111935;11112431;11113063	-;-;-;-	2310	13	21	17	19	18	19
FBgn0041246	2L;2L;2L;2L	11114183;11115376;11115496;11115660	11115319;11115438;11115585;11115755	+;+;+;+	1386	0	0	1	1	3	1
FBgn0027582	2L;2L;2L;2L;2L;2L;2L	11115636;11116311;11116509;11116702;11116910;11117166;11118141	11116255;11116454;11116641;11116844;11117106;11118075;11120314	-;-;-;-;-;-;-	4321	572	686	561	553	695	600
FBgn0032345	2L;2L	11120641;11121419	11121298;11121683	-;-	923	2	1	2	1	1	1
FBgn0032346	2L;2L;2L	11122564;11123312;11123706	11123257;11123645;11123792	-;-;-	1115	52	61	58	60	53	61
FBgn0260937	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11123779;11124040;11124196;11124745;11125000;11125483;11126215;11126389;11126606;11126904;11127078;11127758;11128336;11128807	11123975;11124142;11124687;11124926;11125409;11126149;11126320;11126550;11126848;11127022;11127692;11128279;11128733;11129335	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4745	392	461	413	425	537	477
FBgn0028700	2L;2L	11128930;11130112	11130001;11130645	-;-	1606	76	89	83	56	66	77
FBgn0032348	2L;2L;2L;2L;2L;2L	11130741;11131264;11131675;11131887;11132122;11132453	11131203;11131621;11131762;11132056;11132370;11136003	+;+;+;+;+;+	4879	267	272	285	258	323	272
FBgn0040211	2L;2L;2L;2L;2L;2L;2L;2L	11136395;11136806;11137144;11137396;11137571;11137767;11138104;11138349	11136447;11137075;11137330;11137516;11137701;11138048;11138285;11138567	+;+;+;+;+;+;+;+	1445	0	0	1	0	0	0
FBgn0010197	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11138801;11138801;11138801;11138801;11139235;11139235;11139235;11139235;11139460;11139460;11139460;11139460;11139720;11139720;11139720;11139720;11139968;11139968;11139968;11139968;11140176;11140176;11140176;11140176;11140440;11140440;11140440;11140440;11140794;11140794;11140794;11140794;11141167;11141167;11141167;11141167;11141321;11141321;11141321;11141321;11141452;11141452;11141452;11141452;11141617;11141617;11141617;11141617;11141855;11141855;11141855;11141855;11142088;11142088;11142088;11142088;11142331;11142331;11142775;11142776;11142776;11142949;11142949;11142949;11142949;11143165;11143165;11143165;11143165;11143339;11143339;11143339;11143339;11143509;11143509;11143509;11143509;11143913;11143913;11143913;11143913;11144144;11144144;11144144;11144144;11148708;11148708;11148708;11148708	11139178;11139178;11139178;11139178;11139393;11139393;11139393;11139393;11139666;11139666;11139666;11139666;11139912;11139912;11139912;11139912;11140108;11140108;11140108;11140108;11140365;11140365;11140365;11140365;11140609;11140609;11140609;11140609;11141104;11141104;11141104;11141104;11141264;11141264;11141264;11141264;11141387;11141387;11141387;11141387;11141560;11141560;11141560;11141560;11141798;11141798;11141798;11141798;11142007;11142007;11142007;11142007;11142240;11142240;11142240;11142240;11142415;11142415;11142884;11142884;11142884;11143098;11143098;11143098;11143098;11143288;11143288;11143288;11143288;11143446;11143446;11143446;11143446;11143583;11143583;11143583;11143583;11144024;11144024;11144024;11144024;11144277;11144277;11144277;11144277;11148875;11148875;11148875;11148875	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3577	0	1	0	1	0	0
FBgn0051867	2L	11144579	11145417	-	839	0	0	0	0	0	0
FBgn0032350	2L;2L;2L;2L;2L;2L	11151506;11152139;11152335;11153410;11155083;11155518	11152026;11152271;11152554;11153564;11155133;11155716	-;-;-;-;-;-	1279	1	3	2	7	5	4
